runtime,mos_tmax_f,actual_tmax_f
2015-10-30,61.0,60.98
2015-10-31,56.0,55.94
2015-11-01,64.0,64.94
2015-11-02,65.0,62.96
2015-11-03,70.0,71.96
2015-11-04,71.0,69.98
2015-11-05,71.0,71.06
2015-11-06,72.0,73.94
2015-11-07,64.0,71.96
2015-11-08,56.0,55.94
2015-11-09,60.0,59.0
2015-11-10,59.0,57.02
2015-11-11,57.0,57.92
2015-11-12,58.0,60.98
2015-11-13,58.0,57.92
2015-11-14,51.0,48.92
2015-11-15,55.0,57.92
2015-11-16,62.0,66.92
2015-11-17,50.0,51.98
2015-11-18,57.0,57.92
2015-11-19,63.0,64.04
2015-11-20,57.0,64.04
2015-11-21,50.0,53.06
2015-11-22,53.0,55.04
2015-11-23,42.0,44.06
2015-11-24,45.0,46.04
2015-11-25,50.0,50.0
2015-11-26,59.0,60.08
2015-11-27,64.0,64.04
2015-11-28,61.0,64.04
2015-11-29,48.0,48.92
2015-11-30,44.0,46.94
2015-12-01,48.0,51.08
2015-12-02,55.0,57.02
2015-12-03,51.0,55.04
2015-12-04,51.0,51.08
2015-12-05,53.0,51.08
2015-12-06,56.0,53.06
2015-12-07,55.0,53.96
2015-12-08,49.0,48.92
2015-12-09,52.0,55.04
2015-12-10,58.0,60.08
2015-12-11,62.0,60.98
2015-12-12,62.0,66.02
2015-12-13,65.0,66.92
2015-12-14,63.0,66.92
2015-12-15,63.0,68.0
2015-12-16,52.0,53.06
2015-12-17,57.0,59.0
2015-12-18,50.0,57.02
2015-12-19,42.0,39.92
2015-12-20,44.0,42.98
2015-12-21,56.0,55.94
2015-12-22,63.0,62.06
2015-12-23,61.0,64.04
2015-12-24,75.0,71.96
2015-12-25,65.0,66.02
2015-12-26,52.0,59.0
2015-12-27,63.0,60.98
2015-12-28,40.0,46.04
2015-12-29,51.0,46.04
2015-12-30,47.0,48.02
2015-12-31,51.0,48.02
2016-01-01,45.0,42.08
2016-01-02,43.0,39.92
2016-01-03,48.0,44.96
2016-01-04,34.0,35.96
2016-01-05,29.0,29.12
2016-01-06,41.0,41.0
2016-01-07,46.0,46.04
2016-01-08,44.0,46.04
2016-01-09,47.0,46.94
2016-01-10,58.0,59.0
2016-01-11,39.0,39.92
2016-01-12,39.0,44.06
2016-01-13,34.0,30.2
2016-01-14,37.0,37.94
2016-01-15,51.0,51.08
2016-01-16,48.0,51.98
2016-01-17,38.0,42.08
2016-01-18,32.0,31.1
2016-01-19,30.0,28.22
2016-01-20,37.0,37.04
2016-01-21,36.0,35.96
2016-01-22,32.0,30.2
2016-01-23,29.0,27.14
2016-01-24,32.0,35.06
2016-01-25,37.0,39.02
2016-01-26,44.0,48.02
2016-01-27,44.0,46.94
2016-01-28,42.0,42.08
2016-01-29,42.0,41.0
2016-01-30,39.0,39.02
2016-01-31,50.0,55.94
2016-02-01,57.0,59.0
2016-02-02,49.0,50.0
2016-02-03,54.0,59.0
2016-02-04,56.0,59.0
2016-02-05,42.0,44.06
2016-02-06,42.0,39.92
2016-02-07,47.0,46.94
2016-02-08,33.0,39.02
2016-02-09,33.0,35.96
2016-02-10,40.0,39.02
2016-02-11,30.0,31.1
2016-02-12,25.0,27.14
2016-02-13,24.0,22.1
2016-02-14,16.0,15.259999999999998
2016-02-15,37.0,35.06
2016-02-16,57.0,53.96
2016-02-17,44.0,39.02
2016-02-18,36.0,35.96
2016-02-19,41.0,39.02
2016-02-20,58.0,60.98
2016-02-21,53.0,55.04
2016-02-22,47.0,51.98
2016-02-23,44.0,39.92
2016-02-24,55.0,60.08
2016-02-25,55.0,60.98
2016-02-26,41.0,39.02
2016-02-27,42.0,41.0
2016-02-28,57.0,60.08
2016-02-29,60.0,60.98
2016-03-01,49.0,51.98
2016-03-02,48.0,55.04
2016-03-03,39.0,35.96
2016-03-04,38.0,39.02
2016-03-05,44.0,41.0
2016-03-06,46.0,44.06
2016-03-07,55.0,60.08
2016-03-08,66.0,66.92
2016-03-09,72.0,77.0
2016-03-10,73.0,78.98
2016-03-11,65.0,68.0
2016-03-12,58.0,59.0
2016-03-13,62.0,62.06
2016-03-14,47.0,51.08
2016-03-15,58.0,57.02
2016-03-16,62.0,64.94
2016-03-17,65.0,62.96
2016-03-18,59.0,57.02
2016-03-19,47.0,46.04
2016-03-20,43.0,42.98
2016-03-21,48.0,50.0
2016-03-22,53.0,55.94
2016-03-23,68.0,71.06
2016-03-24,56.0,55.04
2016-03-25,68.0,71.96
2016-03-26,54.0,55.04
2016-03-27,54.0,55.04
2016-03-28,55.0,62.06
2016-03-29,56.0,53.06
2016-03-30,58.0,55.94
2016-03-31,69.0,73.04
2016-04-01,68.0,78.98
2016-04-02,57.0,60.98
2016-04-03,41.0,50.0
2016-04-04,50.0,44.96
2016-04-05,41.0,42.98
2016-04-06,47.0,48.02
2016-04-07,59.0,57.92
2016-04-08,53.0,50.0
2016-04-09,47.0,42.98
2016-04-10,48.0,50.0
2016-04-11,53.0,64.94
2016-04-12,56.0,59.0
2016-04-13,56.0,57.92
2016-04-14,58.0,62.06
2016-04-15,60.0,64.94
2016-04-16,62.0,68.0
2016-04-17,68.0,75.02
2016-04-18,74.0,82.04
2016-04-19,69.0,73.04
2016-04-20,63.0,69.08
2016-04-21,70.0,73.04
2016-04-22,73.0,78.98
2016-04-23,66.0,71.06
2016-04-24,62.0,68.0
2016-04-25,68.0,69.08
2016-04-26,65.0,60.08
2016-04-27,60.0,62.06
2016-04-28,56.0,59.0
2016-04-29,57.0,57.92
2016-04-30,61.0,64.94
2016-05-01,51.0,51.08
2016-05-02,57.0,60.08
2016-05-03,53.0,55.94
2016-05-04,53.0,51.98
2016-05-05,59.0,57.02
2016-05-06,53.0,53.96
2016-05-07,62.0,60.08
2016-05-08,62.0,66.02
2016-05-09,68.0,71.96
2016-05-10,63.0,62.96
2016-05-11,74.0,75.92
2016-05-12,76.0,80.06
2016-05-13,67.0,64.94
2016-05-14,73.0,73.04
2016-05-15,60.0,59.0
2016-05-16,62.0,66.02
2016-05-17,66.0,64.04
2016-05-18,68.0,68.0
2016-05-19,70.0,73.04
2016-05-20,74.0,75.92
2016-05-21,66.0,66.02
2016-05-22,69.0,69.98
2016-05-23,74.0,78.08
2016-05-24,68.0,73.04
2016-05-25,86.0,87.98
2016-05-26,86.0,89.96000000000001
2016-05-27,81.0,87.08000000000001
2016-05-28,83.0,91.94
2016-05-29,83.0,87.08000000000001
2016-05-30,75.0,82.04
2016-05-31,82.0,84.91999999999999
2016-06-01,79.0,82.94
2016-06-02,76.0,78.08
2016-06-03,70.0,69.98
2016-06-04,81.0,82.94
2016-06-05,73.0,71.06
2016-06-06,83.0,82.94
2016-06-07,84.0,84.91999999999999
2016-06-08,69.0,66.92
2016-06-09,74.0,71.06
2016-06-10,76.0,77.0
2016-06-11,81.0,87.98
2016-06-12,80.0,82.94
2016-06-13,77.0,73.94
2016-06-14,78.0,78.98
2016-06-15,82.0,84.91999999999999
2016-06-16,78.0,73.94
2016-06-17,79.0,78.08
2016-06-18,82.0,87.08000000000001
2016-06-19,84.0,87.98
2016-06-20,85.0,84.02
2016-06-21,84.0,87.08000000000001
2016-06-22,84.0,86.0
2016-06-23,78.0,82.94
2016-06-24,80.0,84.02
2016-06-25,82.0,86.0
2016-06-26,82.0,87.08000000000001
2016-06-27,81.0,82.94
2016-06-28,77.0,75.92
2016-06-29,83.0,82.94
2016-06-30,84.0,84.91999999999999
2016-07-01,81.0,78.98
2016-07-02,81.0,75.92
2016-07-03,81.0,78.08
2016-07-04,81.0,84.02
2016-07-05,85.0,86.0
2016-07-06,91.0,91.04
2016-07-07,88.0,89.06
2016-07-08,86.0,86.0
2016-07-09,75.0,71.96
2016-07-10,81.0,80.06
2016-07-11,80.0,80.96
2016-07-12,83.0,82.04
2016-07-13,85.0,84.91999999999999
2016-07-14,86.0,87.98
2016-07-15,89.0,87.98
2016-07-16,90.0,89.96000000000001
2016-07-17,89.0,89.06
2016-07-18,91.0,93.02
2016-07-19,85.0,82.94
2016-07-20,82.0,84.91999999999999
2016-07-21,87.0,89.96000000000001
2016-07-22,91.0,93.92
2016-07-23,94.0,96.08
2016-07-24,92.0,93.92
2016-07-25,87.0,93.02
2016-07-26,93.0,89.06
2016-07-27,90.0,91.04
2016-07-28,92.0,95.0
2016-07-29,81.0,84.91999999999999
2016-07-30,83.0,84.02
2016-07-31,80.0,78.08
2016-08-01,79.0,80.06
2016-08-02,78.0,78.98
2016-08-03,80.0,80.06
2016-08-04,82.0,80.96
2016-08-05,83.0,82.94
2016-08-06,89.0,87.08000000000001
2016-08-07,89.0,86.0
2016-08-08,87.0,86.0
2016-08-09,86.0,87.08000000000001
2016-08-10,83.0,86.0
2016-08-11,87.0,91.04
2016-08-12,92.0,93.02
2016-08-13,92.0,96.08
2016-08-14,93.0,93.92
2016-08-15,89.0,91.94
2016-08-16,86.0,87.08000000000001
2016-08-17,88.0,84.91999999999999
2016-08-18,83.0,84.91999999999999
2016-08-19,87.0,87.98
2016-08-20,86.0,82.94
2016-08-21,83.0,86.0
2016-08-22,83.0,78.98
2016-08-23,80.0,82.04
2016-08-24,85.0,87.98
2016-08-25,85.0,86.0
2016-08-26,89.0,89.96000000000001
2016-08-27,87.0,89.06
2016-08-28,85.0,89.06
2016-08-29,87.0,91.04
2016-08-30,83.0,86.0
2016-08-31,86.0,89.06
2016-09-01,79.0,78.98
2016-09-02,81.0,80.96
2016-09-03,76.0,75.02
2016-09-04,75.0,80.06
2016-09-05,81.0,84.02
2016-09-06,78.0,80.06
2016-09-07,84.0,84.91999999999999
2016-09-08,88.0,89.06
2016-09-09,88.0,91.04
2016-09-10,87.0,89.96000000000001
2016-09-11,83.0,82.94
2016-09-12,77.0,78.08
2016-09-13,80.0,82.94
2016-09-14,86.0,91.04
2016-09-15,74.0,73.94
2016-09-16,74.0,73.04
2016-09-17,76.0,77.0
2016-09-18,82.0,82.04
2016-09-19,77.0,75.92
2016-09-20,83.0,82.04
2016-09-21,85.0,84.02
2016-09-22,83.0,86.0
2016-09-23,86.0,87.08000000000001
2016-09-24,71.0,71.06
2016-09-25,71.0,69.98
2016-09-26,71.0,73.94
2016-09-27,74.0,73.94
2016-09-28,70.0,69.08
2016-09-29,64.0,64.04
2016-09-30,59.0,59.0
2016-10-01,64.0,62.06
2016-10-02,66.0,62.96
2016-10-03,72.0,71.96
2016-10-04,66.0,69.08
2016-10-05,68.0,66.92
2016-10-06,74.0,73.04
2016-10-07,77.0,75.02
2016-10-08,71.0,68.0
2016-10-09,59.0,64.94
2016-10-10,60.0,64.04
2016-10-11,63.0,62.96
2016-10-12,69.0,66.02
2016-10-13,69.0,66.92
2016-10-14,61.0,62.06
2016-10-15,65.0,64.94
2016-10-16,70.0,69.08
2016-10-17,78.0,80.96
2016-10-18,80.0,80.96
2016-10-19,83.0,84.91999999999999
2016-10-20,71.0,69.98
2016-10-21,75.0,69.08
2016-10-22,56.0,57.02
2016-10-23,60.0,60.98
2016-10-24,60.0,62.06
2016-10-25,53.0,51.98
2016-10-26,50.0,51.08
2016-10-27,50.0,55.04
2016-10-28,52.0,51.08
2016-10-29,61.0,64.04
2016-10-30,69.0,75.92
2016-10-31,53.0,53.96
2016-11-01,56.0,57.92
2016-11-02,67.0,69.98
2016-11-03,72.0,71.96
2016-11-04,61.0,60.98
2016-11-05,58.0,62.06
2016-11-06,58.0,59.0
2016-11-07,52.0,53.06
2016-11-08,64.0,66.02
2016-11-09,60.0,59.0
2016-11-10,54.0,55.94
2016-11-11,62.0,62.96
2016-11-12,48.0,50.0
2016-11-13,57.0,60.98
2016-11-14,62.0,62.06
2016-11-15,54.0,55.94
2016-11-16,58.0,60.98
2016-11-17,61.0,60.98
2016-11-18,63.0,64.04
2016-11-19,60.0,62.96
2016-11-20,45.0,42.08
2016-11-21,44.0,41.0
2016-11-22,45.0,41.0
2016-11-23,45.0,44.96
2016-11-24,48.0,48.02
2016-11-25,53.0,53.96
2016-11-26,51.0,50.0
2016-11-27,48.0,50.0
2016-11-28,52.0,51.98
2016-11-29,61.0,60.08
2016-11-30,60.0,57.92
2016-12-01,57.0,53.96
2016-12-02,50.0,51.08
2016-12-03,48.0,46.94
2016-12-04,44.0,46.94
2016-12-05,51.0,48.92
2016-12-06,46.0,46.04
2016-12-07,49.0,46.04
2016-12-08,46.0,44.96
2016-12-09,41.0,39.02
2016-12-10,37.0,35.06
2016-12-11,37.0,35.06
2016-12-12,51.0,46.04
2016-12-13,41.0,42.98
2016-12-14,41.0,42.08
2016-12-15,27.0,33.98
2016-12-16,28.0,27.14
2016-12-17,44.0,39.02
2016-12-18,59.0,57.92
2016-12-19,32.0,31.1
2016-12-20,37.0,33.08
2016-12-21,44.0,39.92
2016-12-22,47.0,48.92
2016-12-23,48.0,46.94
2016-12-24,49.0,46.94
2016-12-25,47.0,50.0
2016-12-26,49.0,50.0
2016-12-27,59.0,60.08
2016-12-28,45.0,39.92
2016-12-29,46.0,46.04
2016-12-30,41.0,39.92
2016-12-31,43.0,44.06
2017-01-01,49.0,48.02
2017-01-02,43.0,41.0
2017-01-03,45.0,42.98
2017-01-04,51.0,51.98
2017-01-05,37.0,33.98
2017-01-06,35.0,33.08
2017-01-07,26.0,26.24
2017-01-08,23.0,25.16
2017-01-09,28.0,23.18
2017-01-10,42.0,46.04
2017-01-11,51.0,51.98
2017-01-12,61.0,66.02
2017-01-13,48.0,62.06
2017-01-14,39.0,33.98
2017-01-15,41.0,37.94
2017-01-16,44.0,42.98
2017-01-17,44.0,42.08
2017-01-18,47.0,41.0
2017-01-19,50.0,48.92
2017-01-20,47.0,44.96
2017-01-21,55.0,48.92
2017-01-22,54.0,48.02
2017-01-23,41.0,44.06
2017-01-24,46.0,37.94
2017-01-25,51.0,51.08
2017-01-26,54.0,55.94
2017-01-27,46.0,42.98
2017-01-28,44.0,39.02
2017-01-29,45.0,42.98
2017-01-30,39.0,37.04
2017-01-31,37.0,33.98
2017-02-01,46.0,46.94
2017-02-02,44.0,44.96
2017-02-03,35.0,33.08
2017-02-04,36.0,33.98
2017-02-05,45.0,42.98
2017-02-06,43.0,48.92
2017-02-07,50.0,42.08
2017-02-08,61.0,62.06
2017-02-09,34.0,44.06
2017-02-10,31.0,32.0
2017-02-11,46.0,48.02
2017-02-12,37.0,39.92
2017-02-13,42.0,39.02
2017-02-14,40.0,41.0
2017-02-15,46.0,46.94
2017-02-16,41.0,35.06
2017-02-17,42.0,41.0
2017-02-18,54.0,62.96
2017-02-19,58.0,64.94
2017-02-20,53.0,55.04
2017-02-21,50.0,46.94
2017-02-22,58.0,57.02
2017-02-23,63.0,64.94
2017-02-24,66.0,69.98
2017-02-25,65.0,62.96
2017-02-26,48.0,44.06
2017-02-27,55.0,53.96
2017-02-28,61.0,59.0
2017-03-01,68.0,69.98
2017-03-02,50.0,64.04
2017-03-03,42.0,39.02
2017-03-04,35.0,30.2
2017-03-05,35.0,37.04
2017-03-06,47.0,44.96
2017-03-07,52.0,55.94
2017-03-08,60.0,59.0
2017-03-09,56.0,60.98
2017-03-10,38.0,46.94
2017-03-11,29.0,29.12
2017-03-12,30.0,29.12
2017-03-13,34.0,35.96
2017-03-14,40.0,32.0
2017-03-15,30.0,26.24
2017-03-16,34.0,39.02
2017-03-17,42.0,46.94
2017-03-18,41.0,39.02
2017-03-19,43.0,46.94
2017-03-20,50.0,51.98
2017-03-21,55.0,59.0
2017-03-22,37.0,50.0
2017-03-23,42.0,42.08
2017-03-24,51.0,57.02
2017-03-25,58.0,62.06
2017-03-26,44.0,42.08
2017-03-27,57.0,53.06
2017-03-28,56.0,46.04
2017-03-29,57.0,60.08
2017-03-30,55.0,51.98
2017-03-31,45.0,42.98
2017-04-01,48.0,48.02
2017-04-02,57.0,62.96
2017-04-03,61.0,62.96
2017-04-04,64.0,51.08
2017-04-05,62.0,64.94
2017-04-06,58.0,53.06
2017-04-07,54.0,51.08
2017-04-08,54.0,57.02
2017-04-09,67.0,66.92
2017-04-10,74.0,73.94
2017-04-11,78.0,80.06
2017-04-12,70.0,75.92
2017-04-13,62.0,64.94
2017-04-14,65.0,66.02
2017-04-15,65.0,64.94
2017-04-16,82.0,87.08000000000001
2017-04-17,72.0,73.94
2017-04-18,61.0,64.94
2017-04-19,56.0,53.96
2017-04-20,65.0,66.02
2017-04-21,58.0,53.06
2017-04-22,62.0,57.02
2017-04-23,64.0,66.02
2017-04-24,64.0,60.08
2017-04-25,54.0,53.96
2017-04-26,68.0,60.08
2017-04-27,69.0,69.98
2017-04-28,80.0,84.91999999999999
2017-04-29,79.0,84.91999999999999
2017-04-30,58.0,66.92
2017-05-01,74.0,73.94
2017-05-02,70.0,75.02
2017-05-03,63.0,64.94
2017-05-04,63.0,64.04
2017-05-05,61.0,59.0
2017-05-06,66.0,66.92
2017-05-07,61.0,55.94
2017-05-08,60.0,57.02
2017-05-09,62.0,62.96
2017-05-10,63.0,62.96
2017-05-11,63.0,62.06
2017-05-12,63.0,64.94
2017-05-13,52.0,53.06
2017-05-14,65.0,66.92
2017-05-15,67.0,68.0
2017-05-16,78.0,78.98
2017-05-17,85.0,89.96000000000001
2017-05-18,89.0,91.94
2017-05-19,88.0,91.04
2017-05-20,67.0,64.94
2017-05-21,68.0,69.08
2017-05-22,61.0,60.98
2017-05-23,74.0,69.08
2017-05-24,70.0,69.08
2017-05-25,60.0,59.0
2017-05-26,73.0,73.04
2017-05-27,73.0,71.06
2017-05-28,73.0,71.06
2017-05-29,59.0,60.98
2017-05-30,63.0,60.08
2017-05-31,73.0,75.02
2017-06-01,80.0,78.98
2017-06-02,77.0,75.92
2017-06-03,73.0,73.04
2017-06-04,71.0,69.98
2017-06-05,74.0,66.92
2017-06-06,61.0,57.92
2017-06-07,69.0,66.92
2017-06-08,74.0,69.08
2017-06-09,81.0,80.06
2017-06-10,83.0,84.91999999999999
2017-06-11,90.0,89.96000000000001
2017-06-12,91.0,93.02
2017-06-13,91.0,93.92
2017-06-14,79.0,84.02
2017-06-15,77.0,75.92
2017-06-16,73.0,68.0
2017-06-17,78.0,73.94
2017-06-18,83.0,84.91999999999999
2017-06-19,81.0,87.98
2017-06-20,84.0,82.94
2017-06-21,86.0,82.94
2017-06-22,84.0,82.94
2017-06-23,82.0,82.94
2017-06-24,86.0,84.02
2017-06-25,84.0,82.94
2017-06-26,80.0,78.98
2017-06-27,79.0,77.0
2017-06-28,79.0,78.08
2017-06-29,82.0,82.04
2017-06-30,85.0,87.98
